page	line4Filename	top_on_page	bottom_on_page	left_on_page	right_on_page	AT	GT01	GT02	enriched_y_n	color_img_file_name
1	18	5758	6207	407	4990	ומשקרמבל דיברודבר שצא מי ה'ב''ל ב	לרוח משקל שכל דיבור ודיבור שיצא מפי ה'ב'ה' הכל במשקל		0	bge-cl0146_001.jpg
1	19	6021	6470	407	4984	ם א אומ' וך לחזיז קולת שעשה ל' ה'ה'דךר ל 	 הוא אומ' ודרך לחזיז קולות שעשה לו ה'ב'ה' דרך ל 		0	bge-cl0146_001.jpg
1	20	6291	6740	407	4984	לשילך אצו משה בלבכר שנ' ויקא ﭏ משר ו ה	 ול שילך אצל משה בלבד שנ' ויקרא ﭏ משה וידבר יוי		0	bge-cl0146_001.jpg
2	1	1112	1561	1071	5384	ﭏיו˙ ﭏיו היה נשמע ולא לאחר לכך נאמ' גבורי כח עושי	ﭏיו˙ ﭏיו היה נשמע ולא לאחר לכך נאמ' גבורי כח עושי		1	bge-cl0146_002.jpg
2	2	1369	1818	1071	5377	דברו˙ ז'שה' הכת' כי טוב אמיר לך עלה הנה מהשפילך וג' ר'	דברו˙ ז'ש'ה' הכת' כי טוב אמור לך עלה הנה מהשפילך וג' ר' 		1	bge-cl0146_002.jpg
2	3	1646	2095	1071	5377	תנחום אמ' שב רחור ממומך שניםושלשה מושבו שאמורו	תנחום אמ' שב רחוק ממקומך שנים ושלשה מושבות שאמרו		1	bge-cl0146_002.jpg
2	4	1914	2363	1071	5384	לך עלה למקומך לה ולא תעלה למו שאינו מקומך	לך עלה למקומך ולא תעלה למקום שאינו מקומך		1	bge-cl0146_002.jpg
2	5	2194	2643	1071	5384	כדי שלא יאמרו לך רד˙˙ ר' תנחומא אמ' ים זהבורב פנינים	כדי שלא יאמרו לך רד˙˙ ר' תנחומא אמ' יש זהב ורב פנינים		1	bge-cl0146_002.jpg
2	6	2459	2908	1071	5384	וכלי יקר שפתי דעת˙ מרלא אמ' דעה חסרת מה קני דעה	וכלי יקר שפתי דעת˙ מתלא אמ' דעה חסרת מה קנית דעה		1	bge-cl0146_002.jpg
2	7	2717	3166	1071	5384	קנית מה חיר˙ אף משה לא עלה עד שקראו ה'ב'ה' ש˙' ויקרא	קנית מה חסרת˙ אף משה לא עלה עד שקראו ה'ב'ה' שנ' ויקרא וג'		1	bge-cl0146_002.jpg
2	8	2971	3420	1071	5384	דא' ויקרא ﭏ משה וג' ילמדנו רביכו העובר לפני התיעה ולא	ד'א' ויקרא ﭏ משה וג' ילמדנו רבינו העובר לפני התיבה ולא		1	bge-cl0146_002.jpg
2	9	3228	3677	1071	5385	אמ' ברכת המינים מהו שמחזירתי' אותו˙ כך שנו רביתי' העוב	אמ' ברכת המינים מהו שמחזירי' אותו˙ כך שנו רבותי' העובר		1	bge-cl0146_002.jpg
2	10	3494	3943	1071	5385	לפני התיבה וטעה בכל הברכות כולן אין מחזירי איתו אב	לפני התיבה וטעה בכל הברכות כולן אין מחזירי' אותו אבל 		1	bge-cl0146_002.jpg
2	11	3756	4205	1071	5391	אם טעה בקללת המינים מחזירין אותו ואומר בעל כחו	אם טעה בקללת המינים מחזירין אותו ואומר בעל כרחו		1	bge-cl0146_002.jpg
2	12	4038	4487	1071	5384	חיישינן שמא מין הוא ﭏא מחזירי' אותו שאם יהיה בו צד	חיישינן שמא מין הוא ﭏא מחזירי' אותו שאם יהיה בו צד 		1	bge-cl0146_002.jpg
2	13	4304	4753	1071	5384	יינית מקלל את עמו ויענוההל אמן וכם מי סשלא אממ'בונה	מינות מקלל את עצמו˙ ויענו הקהל אמן˙ וכן מי שלא אמ' בונה		1	bge-cl0146_002.jpg
2	14	4592	5041	1071	5384	ירושלם חישנן שמא כותי היא˙ אמ ר' יוסי גר שיל כל	ירושלם חישנן שמא כותי הוא˙ אמ' ר' יוסי גר שקיבל כל 		1	bge-cl0146_002.jpg
2	15	4847	5296	1071	5377	דברי תורה חוץ מדבר אחד אין קבלין אתו ולאעוד אפי	דברי תורה חוץ מדבר אחד אין מקבלין אותו ולא עוד אפי'		1	bge-cl0146_002.jpg
2	16	5125	5574	1071	5385	קור א מן התורה מדקדוקי סופרי'˙ אמ' רבי יהודה	דקדוק אחד מן התורה מדקדוקי סופרי'˙ אמ' רבי יהודה		1	bge-cl0146_002.jpg
2	17	5445	5894	1071	5384	בן שלום את מוצא ארבעי' ושמונה פעמי' הזהיר ה'ב'ה' על	בן שלום את מוצא ארבעי' ושמונה פעמי' הזהיר ה'ב'ה' על		1	bge-cl0146_002.jpg
2	18	5702	6151	1071	5377	הגרים וכנגדן הזהיר על ע'ז' אמ' ה'ב'ה' זה שהניח ע'ז' שלו 	הגרים וכנגדן הזהיר על ע'ז' אמ' ה'ב'ה' זה שהניח ע'ז' שלו 		1	bge-cl0146_002.jpg
2	19	5976	6425	1071	5377	אלי לפיכך אני מחזיק עליו ני אוהבו שנ' ואוהב גר	אצלי לפיכך אני מחזיק עליו שאני אוהבו שנ' ואוהב גר		1	bge-cl0146_002.jpg
3	1	1032	1481	629	4776	לתת לו לחם ושמלה˙ ד'א' ויררא זה שאמ' הכת' גאות אדם	לתת לו לחם ושמלה˙ ד'א' ויקרא זה שאמ' הכת' גאות אדם		1	bge-cl0146_003.jpg
3	2	1340	1789	629	4776	תשפילנו ושפל רוח יתמוך כבוד˙ כל מי שהוא רודף אחר	תשפילנו ושפל רוח יתמוך כבוד˙ כל מי שהוא רודף אחר 		1	bge-cl0146_003.jpg
3	3	1589	2038	629	4776	השררה שררה בורחר ממנו˙ וכל מי שבורח מן השררה	השררה שררה בורחת ממנו˙ וכל מי שבורח מן השררה		1	bge-cl0146_003.jpg
3	4	1835	2284	629	4776	שררה רודפת אחריו˙ שאול ברח מן השררה בשעה שבא למלוך	שררה רודפת אחריו˙ שאול ברח מן השררה בשעה שבא למלוך		1	bge-cl0146_003.jpg
3	5	2082	2531	629	4776	שנא' וישﭏו עוד ביוי הב' עוד הלום איש ויאמר יוי הנה הו	שנא' וישﭏו עוד ביוי הב' עוד הלום איש ויאמר יוי הנה הוא 		1	bge-cl0146_003.jpg
3	6	2341	2790	629	4776	נחבא ﭏ הכלים מהו ﭏ הכלים כשבאו ואמרו לו דבר המלוה	נחבא ﭏ הכלים מהו ﭏ הכלים כשבאו ואמרו לו דבר המלוכה		1	bge-cl0146_003.jpg
3	7	2605	3054	629	4783	אמ' להם אין אני ראוי למלכות ﭏא שﭏו באורי ותומים אם	אמ' להם אין אני ראוי למלכות ﭏא שﭏו באורי' ותומים אם 		1	bge-cl0146_003.jpg
3	8	2841	3290	629	4783	ראוי אני ואם לאו הניחו אותי מיד וישﭏו עוד ביו'˙ מיד	ראוי אני ואם לאו הניחו אותי מיד וישﭏו עוד ביו'˙ מיד		1	bge-cl0146_003.jpg
3	9	3116	3565	629	4776	החביא את עצמו מיד שﭏו באורי' ותומים שנ ויאמר יו הנה	החביא את עצמו מיד שﭏו באורי' ותומים שנ' ויאמר יו' הנה 		1	bge-cl0146_003.jpg
3	10	3376	3825	629	4776	הוא נחבא ﭏ הכלים˙˙ וכן שנו רבותי' הכלים ﭏו אורים ותומי	הוא נחבא ﭏ הכלים˙˙ וכן שנו רבותי' הכלים ﭏו אורים ותומי'		1	bge-cl0146_003.jpg
3	11	3645	4094	629	4783	זה ברח מן השררה והיא רדפה אחריו שנ' אשר בחר בו	זה ברח מן השררה והיא רדפה אחריו שנ' אשר בחר בו		1	bge-cl0146_003.jpg
3	12	3914	4363	629	4789	יוי כי אין כמוהו בישר'˙˙ ואבימלך בן ירובעל רד אחר	יוי כי אין כמוהו בישר'˙˙ ואבימלך בן ירובעל רדף אחר		1	bge-cl0146_003.jpg
3	13	4186	4635	629	4788	השרכה והיא ברחה ממו שנ' דברו נא באזני בעלי שנם מ	השררה והיא ברחה ממנו שנ' דברו נא באזני בעלי שכם מה 		1	bge-cl0146_003.jpg
3	14	4462	4911	629	4783	טוב לכמ וג' וישלח ﭏהים רעה בין אבימלך ובין בעלי שכם	טוב לכם וג' וישלח ﭏהים רעה בין אבימלך ובין בעלי שכם		1	bge-cl0146_003.jpg
3	15	4689	5138	629	4789	ומה ברח מן השררה שעה שאמ' לו ה'ב'ה' ועתה לך ואשלח	ומשה ברח מן השררה בשעה שאמ' לו ה'ב'ה' ועתה לך ואשלחך		1	bge-cl0146_003.jpg
3	16	4979	5428	629	4788	ﭏפרעה˙ ויאמר בי יוי שלחנא ביד תשלח˙ אמ' רבי לוי ז'	ﭏפרעה˙ ויאמר בי יוי שלח נא ביד תשלח˙ אמ' רבי לוי ז'		1	bge-cl0146_003.jpg
3	17	5234	5683	629	4788	ימים היה ה'ה' מתה את משה בסנה והואיבו ואומר נבי	ימים היה ה'ב'ה' מפתה את משה בסנה והוא משיבו ואומר בי יוי		1	bge-cl0146_003.jpg
3	18	5505	5954	629	4789	שלח נא ביד תשלח ˙ ויומר משה ﭏ יי בי אט לא איש דברי	שלח נא ביד תשלח˙ ויאמר משה ﭏ יוי בי א' לא איש דברים		1	bge-cl0146_003.jpg
3	19	5770	6219	629	4784	אני אמ' לו ה''ב'ה' ישבת חייך סופך כיון שחלך ומ' כה מ	אנכי אמ' לו ה'ב'ה' ישבת חייך סופך כיון שהלך ואמ' כה אמ' 		1	bge-cl0146_003.jpg
3	20	6025	6474	629	4798	יוי ﭏהי העברים שלח את עמיי ויעבדוני˙ אמ' אותו רשע	יוי ﭏהי העברים שלח את עמי ויעבדוני˙ אמ' אותו רשע //		0	bge-cl0146_003.jpg
4	1	987	1436	1140	5398	יוי אשר אשמע בקולו התחיל משה ואמר כבר מאו ת	מי יוי אשר אשמע בקולו˙ התחיל משה ואמר כבר אני עשיתי 		1	bge-cl0146_004.jpg
4	2	1325	1774	1140	5406	שליחותי הלך וישב לו אמ' לו ה'ב'ה' ישבת לך בא דבר ﭏ	שליחותי הלך וישב לו אמ' לו ה'ב'ה' ישבת לך בא דבר ﭏ		1	bge-cl0146_004.jpg
4	3	1594	2043	1140	5412	עה מלך מצרים וכן על כל דברודבר לך ﭏ פרעה	פרעה מלך מצרים וכן על כל דבר ודבר לך ﭏ פרעה		1	bge-cl0146_004.jpg
4	4	1870	2319	1140	5413	השכם בבקר התיצב לפני פרעה ללמדך שהיה בורח	השכם בבקר והתיצב לפני פרעה ללמדך שהיה בורח		1	bge-cl0146_004.jpg
4	5	2177	2626	1140	5411	מן השררה ולסוף הוציאם נקרע להם את הים והביאם	מן השררה ולסוף הוציאם וקרע להם את הים והביאם 		1	bge-cl0146_004.jpg
4	6	2462	2911	1140	5406	ﭏ המדבר והוריד להם את המן ועשה את המשכ ואמר	ﭏ המדבר והוריד להם את המן ועשה את המשכן ואמר		1	bge-cl0146_004.jpg
4	7	2763	3212	1140	5410	מיכן ואילך מה יש לי לעשות עמד וישב אמ' לו ה'ב'ה'	מיכן ואילך מה יש לי לעשות עמד וישב אמ' לו ה'ב'ה'		1	bge-cl0146_004.jpg
4	8	3052	3501	1140	5410	חייך יש לך מלאכה גדולה מכל מה שעשית ללמד לבני	חייך יש לך מלאכה גדולה מכל מה שעשית ללמד לבני 		1	bge-cl0146_004.jpg
4	9	3361	3810	1140	5405	טומאה וטהרה להזהיקן היאך יהו' בני מקריבין' לכי ש	טומאה וטהרה להזהירן היאך יהו בני מקריבין לפני שנ' 		1	bge-cl0146_004.jpg
4	10	3627	4076	1140	5405	יקרא ﭏ משה וידבר וג' דבר ﭏ בני ישר' ואמרת ﭏיהם	ויקרא ﭏ משה וידבר וג' דבר ﭏ בני ישר' ואמרת ﭏיהם		1	bge-cl0146_004.jpg
4	11	3898	4347	1140	5406	אדם כי יקר יב מכם וג'˙ משה ברח מן השררה והשררה	אדם כי יקריב מכם וג'˙ משה ברח מן השררה והשררה 		1	bge-cl0146_004.jpg
4	12	4190	4639	1140	5406	רדפה אחריו שנ' לקיים מה שנ' גאות אדם תפשפילו זה	רדפה אחריו שנ' לקיים מה שנ' גאות אדם תשפילנו זה		1	bge-cl0146_004.jpg
4	13	4478	4927	1140	5406	עה הרשע˙ ושפל רוח יתמוך כבוד זה משוה שנ 	פרעה הרשע˙ ושפל רוח יתמוך כבוד זה משה שנ' //		1	bge-cl0146_004.jpg
4	14	4784	5233	1140	5412	יתוסרהו מעט מﭏהי' וג' ד'א' ויקרא ﭏ משה זש'ה או	ותחסרהו מעט מﭏהי' וג' ד'א' ויקרא ﭏ משה ז'ש'ה' אז		1	bge-cl0146_004.jpg
4	15	5088	5537	1140	5405	דברת בחזון לחסידיך ותאמר שויתי עזר על גור וג'	דברת בחזון לחסידיך ותאמר שויתי עזר על גבור וג'		1	bge-cl0146_004.jpg
4	16	5384	5833	1140	5405	א'ע'פ' שדבר ה'ב'ה' עם אדם הראשון וצוהו על עץ הדע	א'ע'פ' שדבר ה'ב'ה' עם אדם הראשון וצוהו על עץ הדעת		1	bge-cl0146_004.jpg
4	17	5681	6130	1140	5411	הוא בעצמו היה בעולם˙ וכן נח אעפ' שד בר עמו והיה	הוא בעצמו היה בעולם˙ וכן נח א'ע'פ' שדבר עמו והיה 		1	bge-cl0146_004.jpg
4	18	5958	6407	1140	5409	תמים בדורותיו˙ וכן אברהם וכן יצחר וכן יעקב יחידים	תמים בדורותיו˙ וכן אברהם וכן יצחק וכן יעקב יחידים		1	bge-cl0146_004.jpg
4	19	6230	6679	1140	5437	היו			0	bge-cl0146_004.jpg
5	1	1194	1643	521	4703	היו בעולם אבל משה כמה צדיקים עמו ע זקנים	היו בעולם אבל משה כמה צדיקים עמו ע' זקנים ובצלאל 		1	bge-cl0146_005.jpg
5	2	1413	1862	521	4704	ואורי אביו ואהרן אחיו ובניו הנשיאים ולא קרא כול	ואורי אביו ואהרן אחיו ובניו הנשיאים ולא קרא מכולן		1	bge-cl0146_005.jpg
5	3	1701	2150	521	4703	ﭏא למשה הוי אמר הרימותי בחור מעם זה משו	ﭏא למשה הוי אומר הרימותי בחור מעם זה משה		1	bge-cl0146_005.jpg
5	4	1961	2410	521	4696	שכך כתי' לולי משה בחירו˙ ויקרא ﭏ משה מהיכן 	שכך כתי' לולי משה בחירו˙ ויקרא ﭏ משה מהיכן קרא		1	bge-cl0146_005.jpg
5	5	2208	2657	521	4696	מאהל מועד יהי שמו מבורך לעולם ולעולמ˙ עולמי	מאהל מועד יהי שמו מבורך לעולם ולעולמי עולמים		1	bge-cl0146_005.jpg
5	6	2511	2960	521	4696	שהניח העליונים ובחר בתחתולים לשכון במשן בשבי	שהניח העליונים ובחר בתחתונים לשכון במשכן בשביל		1	bge-cl0146_005.jpg
5	7	2772	3221	521	4696	אהבתן שלישר' שכך אמ' שלמה כי האמנם שב ﭏים	אהבתן שלישר' שכך אמ' שלמה כי האמנם ישב ﭏהים		1	bge-cl0146_005.jpg
5	8	3023	3472	521	4696	את האדם על הארץ יש יוצר כלי חרש מתאוה לכלי ה	את האדם על הארץ יש יוצר כלי חרש מתאוה לכלי חרש		1	bge-cl0146_005.jpg
5	9	3362	3811	521	4696	כביכול כי יוצר הכל הוא ﭏא בשביל האהבה˙ נכמסה	כביכול כי יוצר הכל הוא ﭏא בשביל האהבה˙ נכספה		1	bge-cl0146_005.jpg
5	10	3655	4104	521	4696	וגם כלתה נפשי וג' וכן הוא אומ' ויקדרא ﭏ משה ויד	וגם כלתה נפשי וג' וכן הוא אומ' ויקרא ﭏ משה וידבר		1	bge-cl0146_005.jpg
5	11	3943	4392	521	4696	יוי ﭏיו וג' גדול היה משה ראה מה כתי' ויקר ﭏהי	יוי ﭏיו וג' גדול היה משה ראה מה כתי' ויקרא ﭏהים		1	bge-cl0146_005.jpg
5	12	4199	4648	521	4696	לאור יום וג' וכן ויקרא ﭏ משה זו קראה וזו קריא	לאור יום וג' וכן ויקרא ﭏ משה זו קריאה וזו קריאה		1	bge-cl0146_005.jpg
5	13	4483	4932	521	4703	מי גדולהשובה˙ או השבה הוי אומר השובה˙ דא' ו	מי גדול השובה˙ או הנשבה הוי אומר השובה˙ ד'א' ראה		1	bge-cl0146_005.jpg
5	14	4767	5216	521	4696	מה כתי' ויקרא ﭏהי' לאור יום ואין אור ﭏא דברי תורה	מה כתי' ויקרא ﭏהי' לאור יום ואין אור ﭏא דברי תורה		1	bge-cl0146_005.jpg
5	15	5055	5504	521	4703	שנ' כי נר מצוה ותורה אור אמ' לו ה'ב'ה' למשה עולם	שנ' כי נר מצוה ותורה אור אמ' לו ה'ב'ה' למשה בעולם		1	bge-cl0146_005.jpg
5	16	5340	5789	521	4696	הזה עשיתיך ראש על כלישר' ולעולם הבא כשיבואו	הזה עשיתיך ראש על כל ישר' ולעולם הבא כשיבואו		1	bge-cl0146_005.jpg
5	17	5632	6081	521	4696	הצדיקי' ליטול שכרן אתה בראש כולם שנ' ויתא יאשי	הצדיקי' ליטול שכרן אתה בראש כולם שנ' ויתא ראשי		1	bge-cl0146_005.jpg
5	18	5892	6341	521	4704	עם ו'˙ ונתנו בני אהקן הכהן אש וג' כל העצים שייןי	עם וג'˙ ונתנו בני אהרן הכהן אש וג' כל העצים כשרין		1	bge-cl0146_005.jpg
5	19	6176	6625	521	4704	לערבה חוץ מעטן וזית ולמה מפני שהן עושן אות	למערכה חוץ מגפן וזית ולמה מפני שהן עושין פירות		0	bge-cl0146_005.jpg
6	1	1100	1549	1008	5389	שובחין הא למדת שבזכות בנים אביתיהן מתכעבדין˙	משובחין הא למדת שבזכות בנים אבותיהן מתכבדין˙		1	bge-cl0146_006.jpg
6	2	1383	1832	1008	5396	ואם מנחה על המחבת וכתי' ואם מנות מרחשת מה בין	ואם מנחה על המחבת וכתי' ואם מנחת מרחשת מה בין		1	bge-cl0146_006.jpg
6	3	1679	2128	1008	5389	מחבת למרחשת מרחשת יש לה כסוי מחבת אין לה כסוי	מחבת למרחשת˙ מרחשת יש לה כסוי מחבת אין לה כסוי		1	bge-cl0146_006.jpg
6	4	1962	2411	1008	5389	מרחשת עמוקה ומעשיה רוחשין מחבת צפה ומעשה	מרחשת עמוקה ומעשיה רוחשין מחבת צפה ומעשה		1	bge-cl0146_006.jpg
6	5	2229	2678	1008	5389	שין˙ חביתי כן הוא מוזהר על לישתן ועשייתן בים	קשין˙˙ חביתי כהן הוא מוזהר על לישתן ועשייתן בפנים		1	bge-cl0146_006.jpg
6	6	2525	2974	1008	5389	ודוחה את השבת טחנן והרקידן אינו דוחה את השבת˙	ודוחה את השבת טחנן והרקידן אינו דוחה את השבת˙˙		1	bge-cl0146_006.jpg
6	7	2793	3242	1008	5397	בל המנחות נילושת בפושרין ומשמרן שלא יחמיצו ואם	כל המנחות נילושת בפושרין ומשמרן שלא יחמיצו ואם		1	bge-cl0146_006.jpg
6	8	3087	3536	1008	5389	החמיצו שיריה עובר בלא תעשה שנ' כל המנחה ש	החמיצו שיריה עובר בלא תעשה שנ' כל המנחה אשר		1	bge-cl0146_006.jpg
6	9	3414	3863	1008	5381	תקריבו ליוי וג' וידבר יוי נפש כי תחטא˙ ילמדנו	תקריבו ליוי וג' וידבר יוי נפש כי תחטא˙ ילמדנו		1	bge-cl0146_006.jpg
6	10	3732	4181	1008	5389	רבינו מהו שיכנס אדם להר הבית במקלו	רבינו מהו שיכנס אדם להר הבית במקלו 		1	bge-cl0146_006.jpg
6	11	4069	4518	1008	5389	ובאפדתו כך שנו רבותינו לעולם לא יכנס לה	ובאפנדתו כך שנו רבותינו לעולם לא יכנס להר 		1	bge-cl0146_006.jpg
6	12	4457	4906	1008	5381	אדם להר הבית במקלו ובאפונדתו ובאבק שעל	אדם להר הבית במקלו ובאפונדתו ובאבק שעל		1	bge-cl0146_006.jpg
6	13	4809	5258	1008	5381	רגליו שלא ינהוג בו קלות ראש אפי' בחורבנו˙˙	רגליו שלא ינהוג בו קלות ראש אפי' בחורבנו˙˙		1	bge-cl0146_006.jpg
6	14	5123	5572	1008	5381	אמ' הב'ה' את שבתותי תשמורו ומקדשי תיראו ˙ ומה	אמ' ה'ב'ה' את שבתותי תשמורו ומקדשי תיראו˙ ומה		1	bge-cl0146_006.jpg
6	15	5419	5868	1008	5381	ראה להקיש שמירת שבת למקדש כך שנה ' חייא	ראה להקיש שמירת שבת למקדש כך שנה ר' חייא		1	bge-cl0146_006.jpg
6	16	5727	6176	1008	5388	הגדול כשם ששמירת שבת ל עולם כך מורתא מקדש	הגדול כשם ששמירת שבת לעולם כך מורא מקדש		1	bge-cl0146_006.jpg
6	17	6042	6491	1008	5388	לעולם ושלמה צווח מקום המשפט שמה הרשע	לעולם ושלמה צווח מקום המשפט שמה הרשע		1	bge-cl0146_006.jpg
6	18	6294	6743	1008	5381	שלמה היה צופה היאך הרשעים מעמין בית המקדש	שלמה היה צופה היאך הרשעים מעמתין בית המקדש		1	bge-cl0146_006.jpg
7	1	1140	1589	511	4659	אמ' שלמה מקום שהיו סנהדרין יושבין ודנין דיני 	אמ' שלמה מקום שהיו סנהדרין יושבין ודנין דיני נפשת		1	bge-cl0146_007.jpg
7	2	1434	1883	511	4652	ודיני מכות טמאות וטהרות משקין˙˙ ראה מה כי	ודיני מכות טמאות וטהרות משקצין˙˙ ראה מה כת'		1	bge-cl0146_007.jpg
7	3	1737	2186	511	4652	ויבואו כל שרי מלך בבל וישבו בשער התוך נרגל 	ויבואו כל שרי מלך בבל וישבו בשער התוך נרגל //		1	bge-cl0146_007.jpg
7	4	2023	2472	511	4659	שראצר שמגר נבו שר שכיס רב סריס˙ וכת' על ה	שראצר שמגר נבו שר שכים רב סריס˙ וכת' על הר		1	bge-cl0146_007.jpg
7	5	2265	2714	511	4661	כיון ששמם שועלים הלכו בו˙ אמר לו ה'ב'ה' אתה	ציון ששמם שועלים הלכו בו˙ אמר לו ה'ב'ה' אתה 		1	bge-cl0146_007.jpg
7	6	2588	3037	511	4652	קורא הנכנסות ואין את קורא היוצאות ומקום הצדק	קורא הנכנסות ואין את קורא היוצאות ומקום הצדק 		1	bge-cl0146_007.jpg
7	7	2902	3351	511	4652	שמה הרשע אם יהרג במקדש יוי כהן ונביא דמו	שמה הרשע אם יהרג במקדש יוי כהן ונביא דמו 		1	bge-cl0146_007.jpg
7	8	3191	3640	511	4660	שליזכריה מושלך על האבנים שנ' כי דמה בתוכה ה	של זכריה מושלך על האבנים שנ' כי דמה בתוכה היה		1	bge-cl0146_007.jpg
7	9	3483	3932	511	4666	עלי ולע מקום המשפיט שמה הרשע זה שער האמצע	עלי צחיח סלע מקום המשפט שמה הרשע זה שער האמצעי		1	bge-cl0146_007.jpg
7	10	3787	4236	511	4665	סנהדרי גדולה יושבת בו שמה הרשע טבעו בארץ שעי	סנהדרי גדולה יושבת בו שמה הרשע טבעו בארץ שערי 		1	bge-cl0146_007.jpg
7	11	4059	4508	511	4660	אמ' ה'ב'ה' מקום ה צדק שמה הרשע מקום אחד היה	אמ' ה'ב'ה' מקום הצדק שמה הרשע מקום אחד היה		1	bge-cl0146_007.jpg
7	12	4383	4832	511	4664	צדיקו של עולם בבית המיוחד לשכינה הרשיעו מנשה	לצדיקו של עולם בבית המיוחד לשכינה הרשיעו מנשה		1	bge-cl0146_007.jpg
7	13	4684	5133	511	4666	הכני˙ צלם בתוכו˙ דא' שכך כתי' אשר בידו נפש כל	והכניס צלם בתוכו˙ ד'א' שכך כתי' אשר בידו נפש כל		1	bge-cl0146_007.jpg
7	14	4968	5417	511	4667	יי ורחח כל בשר איש˙ אף המשפט נתון בידי שנ' ותאח	חי ורוח כל בשר איש˙ אף המשפט נתון בידי שנ' ותאחז		1	bge-cl0146_007.jpg
7	15	5280	5729	511	4659	במשפט ידו ולא נתתי את הנפש בצד הדין ﭏא כדי שהא	במשפט ידי ולא נתתי את הנפש בצד הדין ﭏא כדי שתהא		1	bge-cl0146_007.jpg
7	16	5578	6027	511	4652	רואה מה מותקן לה ולא תחטא והיא חויטאה שמה הדשע	רואה מה מותקן לה ולא תחטא והיא חוטאה שמה הרשע		1	bge-cl0146_007.jpg
7	17	5866	6315	511	4652	שהנפש נתונה בצד הדין נפש כי תחטא˙ זש'ה' גם בל	שהנפש נתונה בצד הדין נפש כי תחטא˙ ז'ש'ה' גם בלא 		1	bge-cl0146_007.jpg
